elevation,slope,aspect,tpi,ndvi,ndmi,ndwi,mndwi,ndfi,evi,ibi,ndbi,ui,mvi,nbr,savi,evi2,bui,kndvi
618,3,315,-10,7931,2905,-7213,-5450,8885,4701,7047,-2905,-5690,2173,5690,4459,4428,-9884,3411
572,10,41,-21,7840,2788,-6945,-5145,8776,4678,7351,-2788,-5778,2160,5778,4307,4253,-10026,3129
624,3,146,-2,7898,2573,-7081,-5512,8459,4896,6777,-2573,-5808,1976,5808,4523,4503,-10485,3560
638,2,27,-2,5940,549,-5563,-5186,3677,3141,-3916,-549,-2913,1174,2913,3103,2958,-8014,1581
705,1,135,-1,6848,1731,-6367,-5222,6551,4134,4282,-1731,-4621,1618,4621,3899,3818,-8980,2698
643,1,45,-6,7169,1800,-5825,-4496,6809,4178,6961,-1800,-4383,1708,4383,3851,3747,-8969,2449
626,4,180,6,8084,2820,-7135,-5399,8963,4781,7092,-2820,-6046,2127,6046,4447,4406,-10708,3302
537,8,135,-10,7997,3383,-7266,-5136,9522,4870,8395,-3383,-6401,2536,6401,4561,4548,-10188,3626
545,2,116,9,7793,2452,-6936,-5405,8295,4665,6208,-2452,-5681,1926,5681,4253,4189,-10355,3012
622,12,163,-9,4031,-774,-4511,-5109,-1482,2073,-28528,774,-1481,789,1481,2085,1933,-6896,718
656,3,146,-3,4433,-754,-4758,-5326,-514,2076,-25562,754,-1381,799,1381,2075,1912,-7143,638
668,4,104,-2,6166,572,-5542,-5134,3961,3385,-2519,-572,-3336,1179,3336,3248,3106,-8621,1726
654,6,309,0,6768,1456,-5857,-4812,5861,4057,4730,-1456,-4235,1535,4235,3842,3754,-8877,2613
575,3,342,1,7725,2882,-7009,-5178,8971,4690,7559,-2882,-5876,2193,5876,4352,4308,-9844,3259
512,5,191,-4,6217,871,-5788,-5175,5766,2878,-1685,-871,-4047,1285,4047,2806,2630,-8943,1117
525,3,135,0,6853,1823,-6008,-4707,7156,3827,5145,-1823,-4822,1704,4822,3594,3469,-9051,2102
623,2,180,-12,6212,880,-5541,-4900,4943,3295,63,-880,-3679,1295,3679,3182,3033,-8541,1614
636,1,45,12,5158,769,-5480,-4919,3598,2803,-1496,-769,-2824,1253,2824,2853,2708,-6674,1416
693,1,0,8,5576,318,-5415,-5185,3618,2859,-5860,-318,-3277,1097,3277,2804,2642,-8345,1231
587,3,146,-4,6899,1130,-6303,-5569,5854,3657,440,-1130,-4206,1361,4206,3549,3418,-9498,2020
678,5,101,-6,6621,1305,-5758,-4810,5961,3700,3200,-1305,-4077,1468,4077,3465,3332,-8743,1945
624,4,135,7,7763,2980,-6937,-4987,8907,4970,8538,-2980,-5867,2283,5867,4518,4503,-9729,3620
574,9,233,-16,7751,2863,-6887,-5012,9065,4445,7373,-2863,-6021,2209,6021,4143,4062,-10102,2804
573,14,108,-11,8287,3785,-7456,-5114,9886,6150,10420,-3785,-6787,2823,6787,5282,5417,-10618,5276
524,2,90,-13,8186,3122,-7358,-5496,9379,4501,6728,-3122,-6377,2294,6377,4283,4211,-10866,2930
684,2,90,0,5678,301,-5452,-5237,3230,3156,-5678,-301,-3421,1090,3421,3074,2931,-8624,1595
655,3,135,-1,5397,11,-4867,-4859,1855,2825,-9805,-11,-1977,1003,1977,2695,2531,-7356,1129
555,3,288,-3,8003,2531,-6758,-5098,8470,4815,7742,-2531,-5967,2008,5967,4463,4427,-10911,3368
668,3,90,1,7596,2333,-6570,-5002,7898,4707,7445,-2333,-5386,1917,5386,4326,4282,-9884,3259
573,1,180,-1,7551,2338,-6681,-5152,7833,4712,7175,-2338,-5229,1901,5229,4402,4374,-9641,3460
514,4,346,-2,7725,2740,-6841,-5047,8917,4269,6830,-2740,-6042,2130,6042,4020,3923,-10286,2576
595,2,180,-7,5717,-217,-5404,-5556,2150,2963,-14012,217,-2732,941,2732,2945,2790,-8794,1390
635,3,198,-9,7112,2482,-6096,-4259,7694,4543,10025,-2482,-4915,2105,4915,4265,4229,-8394,3370
660,4,27,-7,7762,2956,-6756,-4745,8926,4518,8507,-2956,-5896,2327,5896,4283,4227,-9819,3101
647,5,90,20,8312,3408,-7339,-5244,9579,5410,9292,-3408,-6550,2503,6550,4994,5054,-10892,4478
566,9,315,17,7277,1812,-6437,-5232,7168,4282,4212,-1812,-5010,1664,5010,3867,3767,-9817,2482
605,3,124,-4,8117,3268,-7339,-5355,9302,5458,8775,-3268,-6205,2396,6205,4932,4987,-10291,4441
633,2,243,-3,8293,3397,-7250,-5103,9546,5808,9992,-3397,-6507,2550,6507,5120,5213,-10803,4832
599,1,45,0,4902,-104,-4765,-4845,1209,2876,-12370,104,-2823,969,2823,2815,2675,-7899,1435
604,1,270,2,6072,864,-5701,-5088,4352,3540,443,-864,-3837,1280,3837,3503,3393,-8572,2214
712,0,0,13,8026,2989,-6964,-5018,8964,5537,9525,-2989,-6063,2282,6063,4879,4926,-10380,4367
542,1,0,-1,7858,2742,-6963,-5213,8761,4738,7321,-2742,-5984,2124,5984,4403,4365,-10414,3322
659,1,0,-1,7262,2177,-6383,-4889,7760,4271,6279,-2177,-5200,1853,5200,3916,3820,-9472,2558
699,7,263,12,6826,1518,-5861,-4768,6535,3861,4216,-1518,-4622,1562,4622,3569,3442,-9278,2063
630,3,198,8,7361,1466,-6389,-5431,6453,4505,3442,-1466,-5030,1490,5030,4013,3926,-10457,2696
654,2,180,2,7965,2804,-6868,-5030,8675,5372,9119,-2804,-5910,2171,5910,4778,4807,-10373,4146
603,1,135,-6,7645,2718,-6695,-4865,8670,4864,8259,-2718,-5705,2143,5705,4354,4313,-9765,3299
586,1,0,-9,4467,-751,-4634,-5204,-903,2240,-29568,751,-1347,797,1347,2250,2091,-7131,800
574,8,290,-3,7658,2587,-6773,-5075,8391,4640,7400,-2587,-5602,2039,5602,4304,4253,-9856,3179
565,9,354,4,7825,3027,-7063,-5133,9335,4634,7416,-3027,-6259,2285,6259,4232,4163,-10273,2958
637,6,18,13,7618,2620,-6865,-5174,8622,4347,6478,-2620,-5867,2056,5867,4072,3987,-10088,2731
640,4,14,-5,7897,2976,-6939,-4997,8842,5539,9849,-2976,-5890,2274,5890,4950,5021,-9972,4640
670,3,56,0,7969,2854,-7042,-5236,8746,5363,8720,-2854,-6014,2173,6014,4849,4893,-10434,4324
560,8,194,-7,7715,2489,-7001,-5467,8395,4507,5929,-2489,-5787,1939,5787,4198,4128,-10328,2932
599,2,270,-5,5004,-671,-4637,-5148,-729,2473,-27618,671,-1027,816,1027,2367,2198,-7180,830
660,2,270,0,8140,2662,-6950,-5261,8399,5564,9002,-2662,-5439,2054,5439,4984,5051,-10242,4564
546,4,135,-9,8104,2908,-7076,-5246,9161,4637,7244,-2908,-6223,2195,6223,4317,4255,-10859,3027
563,7,337,2,8040,2986,-7096,-5212,9163,4854,7793,-2986,-6182,2254,6182,4475,4440,-10569,3383
519,4,14,-1,7919,3066,-7172,-5263,9053,5111,8347,-3066,-6045,2285,6045,4714,4732,-10069,4016
658,4,284,-3,5759,910,-5149,-4436,4416,3149,479,-910,-3118,1348,3118,3017,2867,-7374,1490
719,5,135,0,8297,3414,-7578,-5621,9436,6268,9671,-3414,-6408,2451,6408,5523,5723,-10652,5943
662,6,270,-2,6480,1263,-5961,-5080,5390,3822,2698,-1263,-4056,1434,4056,3674,3571,-8631,2379
549,8,84,8,6485,1247,-5553,-4620,5561,3708,3716,-1247,-4251,1466,4251,3552,3435,-8890,2154
622,3,45,-5,8189,3085,-7343,-5503,9210,5115,7829,-3085,-6189,2268,6189,4761,4777,-10665,3975
603,1,225,5,5686,261,-5255,-5084,3233,2872,-7420,-261,-2893,1078,2893,2794,2635,-8205,1218
654,1,225,-8,7298,1989,-6341,-4987,7330,4550,6381,-1989,-4970,1748,4970,4106,4037,-9527,2919
700,3,304,0,5125,-53,-5093,-5131,2231,2604,-11057,53,-2621,985,2621,2603,2441,-7832,1072
633,2,90,1,6620,1662,-5876,-4669,6458,4000,5685,-1662,-4627,1629,4627,3756,3658,-8787,2490
577,3,0,5,7902,2453,-6585,-4925,7917,5576,10197,-2453,-5606,1990,5606,4975,5050,-10412,4706
596,2,90,-2,6406,1406,-5837,-4849,5169,3901,3458,-1406,-3561,1514,3561,3652,3557,-7858,2409
583,3,162,-4,5769,355,-5338,-5081,3495,3154,-5515,-355,-3224,1113,3224,2956,2801,-8435,1401
688,1,315,3,5412,-102,-5181,-5255,2396,2783,-11870,102,-2746,971,2746,2697,2533,-8325,1130
635,5,315,0,8266,2729,-7197,-5555,8883,4994,7060,-2729,-6087,2060,6087,4622,4607,-11170,3609
566,3,56,-2,8405,3201,-7541,-5726,9407,6043,8947,-3201,-6416,2297,6416,5376,5531,-11176,5447
557,6,51,5,7854,3250,-7075,-4970,9510,4921,8565,-3250,-6331,2460,6331,4468,4440,-10073,3461
551,3,288,-14,8204,3369,-7531,-5609,9586,5427,8026,-3369,-6545,2436,6545,4857,4897,-10826,4206
584,7,50,-16,8080,3460,-7080,-4794,9680,5256,9714,-3460,-6395,2636,6395,4691,4696,-10185,3858
598,2,90,0,7763,3100,-6722,-4586,9137,5108,10000,-3100,-5931,2436,5931,4575,4572,-9632,3759
621,3,326,-4,7252,2146,-6587,-5175,7708,4064,5570,-2146,-5244,1805,5244,3964,3875,-9542,2645
463,2,90,-9,8118,3126,-7158,-5194,9133,5454,9379,-3126,-6143,2333,6143,4998,5071,-10430,4626
606,6,51,5,4533,-1189,-4696,-5572,-2826,2346,-30575,1189,-782,711,782,2284,2125,-7390,830
701,3,236,17,6660,1775,-5664,-4324,6425,3949,6935,-1775,-4181,1724,4181,3726,3625,-8160,2418
656,5,158,0,7950,2919,-7058,-5215,9040,4745,7386,-2919,-6047,2209,6047,4346,4293,-10368,3146
527,6,297,-4,7635,2756,-6814,-5017,8656,4674,7582,-2756,-5812,2155,5812,4317,4275,-9862,3254
513,21,240,-10,7200,2876,-6500,-4462,9040,3846,7597,-2876,-5687,2318,5687,3685,3562,-8816,2164
506,3,326,-5,7798,1508,-6484,-5509,6689,4509,4027,-1508,-4896,1508,4896,4250,4187,-10775,3009
552,10,304,11,7158,1837,-6547,-5357,6979,4068,4201,-1837,-4548,1651,4548,3885,3787,-9104,2521
583,11,29,11,7649,2615,-6814,-5111,8410,4763,7368,-2615,-5512,2049,5512,4320,4274,-9682,3230
668,11,149,0,8105,3214,-6932,-4797,9576,5190,9242,-3214,-6296,2470,6296,4556,4539,-10500,3566
603,10,128,5,7888,3030,-6983,-5015,9120,4691,8251,-3030,-6113,2305,6113,4438,4403,-10173,3372
687,3,342,-3,5755,644,-5024,-4525,3928,2951,-1374,-644,-2686,1225,2686,2861,2700,-7394,1275
653,0,0,9,5563,1061,-5348,-4546,4716,3010,1330,-1061,-3325,1384,3325,2955,2806,-7143,1453
576,7,173,11,7854,2906,-6833,-4899,8930,5032,9055,-2906,-6038,2248,6038,4609,4607,-10209,3785
675,2,180,1,5640,131,-5450,-5353,2805,2981,-8362,-131,-2832,1041,2832,2916,2762,-8261,1380
623,4,207,10,8243,3345,-7373,-5344,9232,5907,10009,-3345,-6104,2451,6104,5351,5505,-10228,5502
601,4,166,0,5394,69,-5163,-5111,2271,2978,-8836,-69,-2956,1021,2956,2971,2828,-8239,1522
624,3,198,-2,6941,2038,-5907,-4389,7317,4291,8236,-2038,-5045,1862,5045,4014,3945,-9067,2899
610,5,233,-2,7012,2022,-5801,-4279,7010,4535,9108,-2022,-4656,1855,4656,4110,4052,-8728,3071
600,21,340,11,3206,-877,-4076,-4778,-4261,1451,-29341,877,-660,754,660,1539,1401,-5503,366
520,0,0,-8,-1112,312,1976,2277,0,-328,-16176,-312,-1732,-895,1732,-305,-259,-11,11
564,15,62,-10,8389,3203,-7526,-5686,9299,5607,8198,-3203,-6244,2318,6244,5060,5135,-10882,4605
548,2,153,-1,7999,3492,-7090,-4774,9572,4745,8915,-3492,-6318,2688,6318,4393,4348,-9889,3237
669,7,140,2,7479,2027,-6600,-5281,7335,4446,5613,-2027,-4780,1738,4780,4153,4083,-9486,2933
618,4,194,12,8050,2908,-7131,-5322,9012,4859,7426,-2908,-5952,2196,5952,4471,4439,-10403,3395
597,4,225,-12,8089,3146,-7156,-5170,9235,5381,9117,-3146,-6212,2359,6212,4877,4924,-10445,4330
603,2,0,-16,7998,2686,-7132,-5494,8640,4830,6769,-2686,-5753,2047,5753,4472,4439,-10391,3404
646,2,333,-4,7582,2453,-6725,-5107,8269,4320,6697,-2453,-5520,1978,5520,4163,4092,-9828,2920
534,2,27,1,7593,3219,-6658,-4375,9585,5270,10543,-3219,-6148,2571,6148,4552,4550,-9440,3801
631,6,270,-5,6366,935,-5572,-4890,4698,3729,1380,-935,-3795,1317,3795,3509,3388,-8745,2107
581,6,296,-12,7627,2288,-6823,-5370,8190,4199,5167,-2288,-5530,1856,5530,3919,3812,-10185,2441
678,7,188,-7,7675,2324,-6663,-5133,8079,4462,6505,-2324,-5412,1895,5412,4146,4068,-10046,2837
560,8,21,-2,8635,3291,-7697,-5896,9508,6246,9123,-3291,-6390,2334,6390,5600,5803,-11382,5891
590,4,27,-8,6835,1502,-5969,-4908,6264,3936,4386,-1502,-4634,1539,4634,3745,3639,-9315,2376
677,5,233,-2,6338,812,-5691,-5113,4880,3555,-593,-812,-4003,1264,4003,3302,3160,-9124,1764
634,4,346,0,6288,1266,-5545,-4602,5348,3440,3530,-1266,-3393,1460,3393,3394,3263,-7681,1929
676,5,68,5,6906,2030,-6032,-4561,7447,4072,6909,-2030,-5082,1813,5082,3819,3720,-9075,2488
625,4,166,-6,6953,1690,-6129,-4952,6496,4386,5165,-1690,-4501,1624,4501,3929,3846,-9025,2711
676,2,207,0,6776,1577,-5787,-4633,6513,3749,4894,-1577,-4465,1600,4465,3569,3444,-8938,2080
560,10,112,0,7675,2738,-6629,-4750,8805,4589,8473,-2738,-5818,2209,5818,4284,4231,-9908,3148
619,5,135,6,2675,-579,-4797,-5235,-3828,1353,-19839,579,-823,842,823,1518,1395,-4604,428
623,3,199,-3,7281,1909,-6318,-5011,7069,4426,5714,-1909,-4678,1718,4678,4008,3925,-9286,2733
661,4,315,-2,7335,1510,-6611,-5657,7129,3560,1547,-1510,-4858,1507,4858,3503,3357,-10163,1837
563,7,23,21,7964,2764,-6893,-5102,8962,4771,7478,-2764,-6106,2133,6106,4308,4247,-10696,3058
599,3,162,-10,6853,1918,-5759,-4321,6629,4271,8453,-1918,-4456,1788,4456,4014,3947,-8470,2935
568,0,0,-11,6403,351,-5901,-5674,3819,3515,-5771,-351,-3519,1101,3519,3336,3196,-9420,1800
614,2,333,-5,7415,2117,-6578,-5184,7696,4395,5646,-2117,-5352,1788,5352,4012,3924,-9941,2678
555,4,284,3,7896,2979,-7021,-5101,9048,5054,8463,-2979,-6095,2281,6095,4622,4624,-10229,3828
671,3,315,2,7395,1965,-6518,-5219,7511,4044,4607,-1965,-4936,1724,4936,3801,3687,-9658,2306
621,3,304,2,5957,1178,-5208,-4292,5205,3523,4068,-1178,-3954,1453,3954,3349,3225,-8053,1971
638,2,90,23,7788,2913,-6863,-4935,9030,4874,8524,-2913,-6046,2250,6046,4475,4450,-10110,3510
594,6,189,-1,7804,2668,-6932,-5233,8726,4309,6525,-2668,-5829,2066,5829,4126,4043,-10233,2764
560,1,135,-12,7637,2526,-6944,-5360,8410,4412,6071,-2526,-5633,1970,5633,4129,4051,-9958,2820
598,3,45,-4,6095,1945,-5397,-3856,7586,3896,8182,-1945,-4806,1869,4806,3472,3357,-7864,2146
597,7,210,-13,8122,3249,-7246,-5226,9293,5736,9781,-3249,-6327,2407,6327,5156,5264,-10492,5045
606,1,45,-7,5485,365,-5203,-4931,2332,3393,-3674,-365,-3197,1115,3197,3338,3231,-8092,2160
674,2,153,0,5778,525,-5289,-4901,3788,3056,-2977,-525,-3034,1168,3034,2957,2801,-7969,1390
650,11,160,-6,7433,1521,-6518,-5546,6760,4098,2945,-1521,-4889,1505,4889,3906,3801,-10302,2460
540,8,45,7,5870,408,-5848,-5572,2947,3420,-4704,-408,-2928,1120,2928,3352,3231,-8148,2013
661,3,0,13,8215,2939,-7323,-5583,9065,5119,7401,-2939,-6058,2168,6058,4711,4715,-10746,3840
559,10,112,3,7854,2973,-7314,-5545,9002,4825,7163,-2973,-6010,2194,6010,4564,4554,-10067,3682
539,7,277,-7,7508,2207,-6767,-5356,8271,3639,4215,-2207,-5603,1822,5603,3573,3428,-10239,1893
585,5,68,-3,8059,3375,-7240,-5114,9472,5109,8759,-3375,-6351,2512,6351,4674,4677,-10226,3838
585,1,225,-2,4348,-497,-4928,-5292,372,2291,-20767,497,-2416,867,2416,2366,2216,-7630,968
696,3,288,2,5358,314,-4664,-4414,2390,2930,-4533,-314,-2273,1106,2273,2795,2640,-7102,1271
544,1,45,12,7922,3009,-7151,-5274,9115,4733,7689,-3009,-6152,2256,6152,4488,4462,-10307,3480
655,4,180,11,4900,164,-4944,-4819,1335,2671,-7419,-164,-1804,1051,1804,2640,2487,-6418,1175
519,2,180,-12,7978,2885,-7286,-5570,8952,4921,7057,-2885,-6095,2148,6095,4604,4600,-10522,3739
663,1,135,3,5223,362,-4898,-4618,2644,2896,-5409,-362,-2634,1130,2634,2813,2665,-7259,1348
578,18,20,-6,8114,2998,-7109,-5228,9067,5097,8445,-2998,-6022,2253,6022,4729,4743,-10461,3943
653,3,18,4,5281,-221,-5078,-5240,996,3035,-15022,221,-2314,937,2314,2930,2787,-7960,1493
511,3,252,-10,8175,2918,-7113,-5296,9045,5321,8319,-2918,-6181,2192,6181,4762,4779,-10891,3989
619,2,207,-2,8116,2662,-7139,-5527,8831,4594,6249,-2662,-5976,2030,5976,4310,4246,-10895,3026
550,7,180,-7,7503,2346,-6536,-4951,8277,4839,7163,-2346,-5630,1926,5630,4178,4111,-10046,2975
634,5,143,4,4946,9,-5231,-5227,1537,2514,-9956,-9,-1896,1002,1896,2583,2427,-6831,1093
585,4,153,4,7611,1671,-6399,-5297,6307,5143,6549,-1671,-4713,1582,4713,4616,4626,-10125,3946
659,5,217,12,5853,156,-5411,-5301,3309,2994,-7800,-156,-3023,1046,3023,2901,2739,-8632,1298
671,3,108,0,2753,-2320,-3517,-5398,-9989,1184,32767,2320,740,463,-740,1222,1099,-6377,210
542,5,143,5,8147,2980,-7314,-5538,9112,5124,7438,-2980,-6215,2196,6215,4664,4661,-10788,3763
653,5,248,6,7847,3107,-6968,-4926,9150,5035,8774,-3107,-6022,2376,6022,4532,4517,-9863,3619
680,5,217,0,6505,996,-5812,-5113,4751,3796,1123,-996,-3356,1329,3356,3555,3436,-8332,2145
628,2,270,-2,4475,-1147,-4588,-5449,-2219,2149,-30688,1147,-850,713,850,2174,2012,-7333,721
614,2,244,0,4101,-337,-4226,-4525,-1803,2264,-20098,337,-1541,896,1541,2255,2117,-6303,954
629,7,188,10,6232,340,-5694,-5456,3911,3214,-5523,-340,-3437,1102,3437,3186,3036,-9147,1611
602,8,174,-3,7535,2357,-6627,-5060,7990,4568,7021,-2357,-5478,1930,5478,4269,4217,-9900,3161
595,5,143,4,7624,2567,-6807,-5140,8512,4368,6709,-2567,-5693,2018,5693,4121,4042,-9952,2812
588,5,217,-4,7650,2433,-6769,-5190,8153,4612,6865,-2433,-5372,1947,5372,4288,4235,-9794,3154
622,3,270,5,6362,1494,-6102,-5070,6081,3364,2781,-1494,-3701,1524,3701,3389,3256,-7720,1898
606,9,156,-9,8135,2992,-7197,-5352,9037,5505,8538,-2992,-6137,2239,6137,4882,4925,-10642,4304
610,5,225,-4,6736,1575,-5906,-4778,6387,4107,4901,-1575,-4510,1578,4510,3703,3594,-8935,2330
669,5,233,2,7144,1892,-6202,-4884,7115,4220,5648,-1892,-4825,1716,4825,3859,3758,-9306,2486
535,7,254,-6,7547,2008,-6498,-5164,7381,4607,6174,-2008,-5254,1739,5254,4217,4155,-10159,3040
548,3,315,0,7805,2845,-6942,-5100,8864,4544,7529,-2845,-5878,2193,5878,4303,4248,-10025,3122
619,3,315,5,5473,318,-5199,-4970,2440,2974,-6225,-318,-2168,1104,2168,2873,2724,-7133,1380
654,3,90,7,6557,1064,-6316,-5647,4656,4000,9,-1064,-3320,1343,3320,3806,3733,-8326,2709
610,1,270,4,4226,-582,-4833,-5266,-599,2117,-22857,582,-1500,842,1500,2194,2038,-6758,783
537,1,45,-8,6191,1012,-5707,-4981,4976,3446,975,-1012,-3721,1340,3721,3330,3196,-8343,1855
534,11,200,-4,8067,2850,-7116,-5349,9013,4525,6921,-2850,-5938,2150,5938,4318,4255,-10493,3042
664,4,166,-2,7441,2432,-6513,-4854,8311,4196,6838,-2432,-5456,1988,5456,3936,3837,-9616,2519
621,3,56,-4,6076,123,-5719,-5642,3222,3155,-8750,-123,-2974,1035,2974,3049,2894,-8873,1458
591,3,135,-1,5133,863,-5104,-4442,3556,2736,-330,-863,-2520,1309,2520,2697,2543,-6183,1203
576,5,158,-16,8170,3396,-7231,-5071,9399,5471,9671,-3396,-6313,2562,6313,4979,5046,-10310,4551
621,3,252,1,7297,1837,-6255,-4996,7123,4338,5627,-1837,-5178,1677,5178,3984,3897,-10007,2670
581,2,90,-2,6649,1135,-6034,-5247,5598,3675,703,-1135,-4127,1393,4127,3488,3357,-9111,1986
512,1,90,-8,5988,1141,-6187,-5422,4206,3899,1247,-1141,-3614,1384,3614,3786,3721,-7809,2908
696,5,90,1,6723,1386,-5905,-4912,6294,3757,3090,-1386,-4393,1505,4393,3506,3374,-9081,1987
702,1,135,11,7895,3136,-7048,-5031,9139,5154,9027,-3136,-6017,2376,6017,4674,4685,-9888,3932
625,1,225,22,7912,2946,-7034,-5154,8977,4942,8145,-2946,-6070,2237,6070,4559,4545,-10273,3637
683,2,64,16,7877,2894,-6957,-5086,8930,4795,7990,-2894,-5894,2209,5894,4434,4399,-10073,3378
697,9,58,4,7823,2566,-6767,-5083,8326,4860,7841,-2566,-5431,2027,5431,4459,4430,-9909,3453
511,3,18,-20,7177,2736,-6387,-4417,8771,4608,8770,-2736,-5664,2273,5664,4111,4050,-9039,3008
594,4,180,-6,7588,2682,-6800,-5032,8524,4658,7576,-2682,-5657,2108,5657,4295,4246,-9667,3197
666,7,124,-3,6808,1636,-5957,-4786,6761,3936,4662,-1636,-4670,1612,4670,3609,3489,-9111,2154
559,4,244,4,6273,1989,-5814,-4327,7154,3958,7257,-1989,-4838,1824,4838,3696,3604,-8054,2524
631,5,79,-4,7611,2627,-6724,-4988,8461,4648,7871,-2627,-5732,2072,5732,4354,4316,-9914,3317
683,3,270,4,6414,834,-5767,-5182,5189,3286,-939,-834,-3810,1267,3810,3170,3013,-8970,1540
699,5,59,1,8172,3062,-7074,-5135,9069,5336,9151,-3062,-6016,2308,6016,4867,4907,-10458,4245
633,2,180,4,7170,2045,-6381,-4983,7536,3964,5470,-2045,-4801,1780,4801,3788,3676,-9059,2332
645,9,96,-8,7968,2944,-7101,-5253,8916,5248,8467,-2944,-5958,2216,5958,4765,4790,-10220,4107
537,9,241,-1,7929,2633,-7273,-5742,8647,4624,5766,-2633,-5769,1984,5769,4341,4287,-10400,3144
698,2,207,-1,5392,219,-5389,-5231,3225,2775,-7244,-219,-3081,1068,3081,2725,2564,-8119,1172
672,3,214,-1,5868,809,-5378,-4777,4465,3088,-522,-809,-3123,1272,3123,2992,2836,-7686,1418
643,9,328,3,7950,2888,-7030,-5193,8813,4978,8016,-2888,-5848,2202,5848,4577,4568,-10134,3679
599,2,90,-3,7216,2019,-6065,-4605,6949,4733,8729,-2019,-4993,1823,4993,4371,4355,-9412,3597
509,4,104,2,7175,2384,-6572,-4958,7970,4556,7195,-2384,-5285,1964,5285,4194,4145,-9099,3184
521,3,342,-2,8016,3101,-7059,-5066,9243,4875,8424,-3101,-6225,2341,6225,4525,4500,-10412,3504
678,4,76,-6,6618,1173,-5932,-5118,5573,3742,1931,-1173,-4241,1395,4241,3565,3444,-9143,2131
535,5,79,-5,6263,1160,-5642,-4802,5006,3606,2261,-1160,-3636,1414,3636,3503,3388,-8117,2155
579,2,243,-3,7861,2775,-6974,-5206,8701,4975,7893,-2775,-5800,2124,5800,4553,4540,-10119,3652
609,1,135,-10,1741,-1648,-2751,-4208,-10000,810,-16384,1648,582,522,-582,829,741,-4371,102
559,5,180,12,7943,2789,-6964,-5181,8771,4935,7967,-2789,-5971,2138,5971,4551,4535,-10443,3604
710,3,315,0,6237,952,-5747,-5079,4582,3674,406,-952,-3484,1316,3484,3418,3295,-8266,2011
536,4,0,-4,6638,1235,-6068,-5223,5992,3523,1479,-1235,-4288,1414,4288,3402,3262,-9106,1858
547,1,180,-2,8197,3415,-7341,-5243,9516,5967,9837,-3415,-6470,2514,6470,5196,5314,-10565,5108
542,9,102,1,5966,443,-5675,-5363,4019,3191,-4652,-443,-3584,1138,3584,3050,2896,-8863,1487
651,3,146,-9,5998,1530,-5407,-4226,5188,3714,6509,-1530,-3480,1608,3480,3580,3482,-6979,2408
701,12,299,2,4489,-902,-4717,-5393,-601,2108,-29907,902,-1524,763,1524,2094,1930,-7580,644
585,7,130,-11,8144,2822,-7281,-5609,8823,5481,7953,-2822,-5999,2100,5999,4963,5025,-10736,4513
560,2,180,7,7986,3051,-7232,-5362,9202,4777,7337,-3051,-6207,2286,6207,4444,4409,-10438,3357
626,1,135,3,6674,1303,-5803,-4867,6302,3402,2378,-1303,-4324,1459,4324,3263,3108,-9083,1614
657,2,296,-3,6081,966,-5265,-4529,5795,3409,1315,-966,-4160,1344,4160,3058,2902,-8763,1463
601,1,0,-7,7525,2284,-6450,-4886,7864,4605,7464,-2284,-5395,1908,5395,4235,4177,-9894,3091
560,3,288,0,7754,2064,-6584,-5225,7592,4670,6253,-2064,-5232,1766,5232,4289,4233,-10326,3105
661,3,288,7,6783,1817,-5972,-4662,6766,3928,5888,-1817,-4497,1699,4497,3724,3617,-8588,2356
593,3,135,-8,7425,2351,-6715,-5182,7927,4670,6662,-2351,-5361,1903,5361,4240,4187,-9596,3151
620,3,135,0,6540,1132,-5772,-4965,5835,3415,1475,-1132,-4312,1385,4312,3288,3139,-9189,1686
719,3,45,3,6646,1439,-6016,-5010,6323,3588,3097,-1439,-4628,1505,4628,3504,3374,-9178,2001
697,4,297,-14,6449,1262,-5873,-4979,5520,3849,3165,-1262,-4547,1436,4547,3673,3570,-9133,2391
683,3,124,0,6682,1358,-5662,-4664,5541,3988,4763,-1358,-3784,1496,3784,3720,3616,-8416,2388
624,6,198,-7,7847,3106,-7102,-5127,9094,4983,8591,-3106,-6099,2331,6099,4657,4666,-9962,3914
662,3,315,0,3243,-729,-3962,-4585,-4902,1717,-25744,729,-908,788,908,1762,1633,-5551,599
577,11,95,-12,7876,3114,-7132,-5164,9322,5178,8517,-3114,-6279,2332,6279,4666,4675,-10244,3915
616,7,337,-1,3393,-1075,-4110,-4968,-3466,1588,-32768,1075,-738,708,738,1656,1513,-6115,423
702,3,34,4,5715,719,-5154,-4607,4086,3030,-919,-719,-3001,1247,3001,2934,2779,-7546,1377
565,0,0,-3,7755,2891,-6810,-4880,8873,4870,8760,-2891,-5931,2243,5931,4500,4481,-9941,3578
688,5,0,-6,7856,2624,-6824,-5106,8504,5157,8345,-2624,-5773,2073,5773,4636,4639,-10282,3862
630,3,315,11,7959,3067,-7204,-5297,9247,4631,7350,-3067,-6176,2303,6176,4348,4298,-10305,3176
587,5,211,-4,7654,2335,-6775,-5273,7826,4952,7189,-2335,-5383,1886,5383,4512,4500,-9962,3663
557,4,135,-5,7752,2908,-6860,-4926,8980,4473,7464,-2908,-5907,2282,5907,4136,4058,-9903,2812
694,5,37,-8,8007,3097,-7103,-5133,9099,5301,9076,-3097,-6114,2332,6114,4836,4876,-10243,4273
