elevation,slope,aspect,tpi,ndvi,ndmi,ndwi,mndwi,ndfi,evi,ibi,ndbi,ui,mvi,nbr,savi,evi2,bui,kndvi
603,6,81,6,7711,2521,-6908,-5312,8425,4382,6494,-2521,-5559,1974,5559,4246,4183,-9975,3032
688,4,90,5,7085,1668,-6108,-4943,7120,3677,3966,-1668,-5038,1612,5038,3540,3402,-9835,1940
671,8,250,3,7615,2393,-6596,-4990,8040,4668,7608,-2393,-5533,1948,5533,4342,4299,-10003,3281
554,6,351,-8,8121,3644,-7151,-4746,9726,5136,10028,-3644,-6545,2782,6545,4756,4773,-10178,3995
571,3,90,11,5714,-345,-5530,-5773,2391,2670,-16981,345,-2513,911,2513,2667,2496,-8793,1048
567,13,159,-7,7314,1992,-6567,-5261,7577,3986,4507,-1992,-5167,1728,5167,3778,3661,-9760,2277
601,1,135,0,6817,1427,-6134,-5161,6051,3895,2985,-1427,-4199,1499,4199,3674,3562,-8938,2274
611,3,108,-9,5961,774,-5662,-5111,4139,3507,-478,-774,-3852,1251,3852,3421,3305,-8613,2104
715,7,293,-3,7552,2642,-6694,-4921,8648,3916,6253,-2642,-5457,2099,5457,3722,3592,-9428,2117
631,5,135,9,7323,2293,-6457,-4890,7943,4387,6789,-2293,-5322,1907,5322,4021,3936,-9497,2729
574,4,45,-7,7828,2519,-6822,-5195,8436,4782,7144,-2519,-5917,1987,5917,4357,4308,-10613,3215
664,3,146,5,6873,1661,-6089,-4926,6814,3830,4413,-1661,-4921,1605,4921,3645,3524,-9435,2177
659,3,146,3,6638,924,-5850,-5208,5197,3657,-29,-924,-3956,1300,3956,3417,3279,-9240,1861
611,0,0,-7,8105,2885,-7086,-5269,8613,5557,8932,-2885,-5768,2214,5768,4995,5070,-10290,4641
607,6,99,1,7013,1644,-6281,-5158,6544,4152,4134,-1644,-4424,1597,4424,3826,3726,-9070,2480
587,2,270,0,7900,1936,-6747,-5540,7441,4713,5316,-1936,-5245,1677,5245,4380,4337,-10743,3255
647,3,315,13,6662,1307,-5736,-4780,5792,3595,2242,-1307,-3702,1502,3702,3428,3295,-8434,1918
727,3,315,0,7612,2468,-6838,-5255,8324,4471,6287,-2468,-5537,1961,5537,4139,4064,-9892,2853
583,7,16,-19,7735,2323,-6887,-5430,8372,4027,4775,-2323,-5526,1867,5526,3795,3668,-10276,2178
604,4,296,2,5823,373,-5477,-5210,2937,3089,-5000,-373,-2228,1114,2228,3016,2864,-7444,1470
599,14,212,-3,7760,2870,-6899,-5024,8779,4869,8305,-2870,-5837,2208,5837,4495,4476,-9865,3577
532,1,0,-1,8101,3240,-7261,-5255,9425,5117,8549,-3240,-6412,2403,6412,4756,4777,-10619,4020
574,3,270,6,7985,3336,-6967,-4726,9332,5237,10359,-3336,-6265,2573,6265,4847,4890,-10042,4311
604,7,315,9,7905,2546,-7191,-5692,8384,5098,6762,-2546,-5962,1943,5962,4718,4738,-10747,4034
525,4,270,1,7887,2809,-6941,-5133,8690,5168,8987,-2809,-5846,2152,5846,4834,4878,-10157,4334
678,2,180,-6,7953,2537,-6859,-5229,8346,5051,7855,-2537,-5724,1994,5724,4620,4616,-10511,3762
587,2,27,-8,6515,1122,-5266,-4405,4903,3830,2329,-1122,-3451,1441,3451,3478,3352,-8303,2020
560,6,108,-4,7857,2712,-7015,-5313,8613,4913,7327,-2712,-5681,2074,5681,4479,4453,-10051,3480
469,3,288,-20,5201,-417,-4768,-5105,763,2714,-19136,417,-1854,894,1854,2544,2392,-7829,1084
566,5,158,14,7889,2664,-6946,-5253,8621,4838,7174,-2664,-5761,2057,5761,4374,4327,-10274,3229
635,1,180,-2,7826,2709,-6871,-5114,8728,4711,7497,-2709,-5923,2100,5923,4341,4290,-10323,3184
655,8,27,15,7398,1780,-6351,-5153,6629,4761,6296,-1780,-4762,1641,4762,4351,4319,-9730,3423
591,3,108,-6,7897,2948,-6991,-5085,8859,5351,8957,-2948,-5949,2260,5949,4775,4809,-10091,4206
638,9,204,-1,8073,2808,-7121,-5393,8901,4899,7392,-2808,-5997,2116,5997,4556,4536,-10649,3547
606,0,0,-4,6551,1165,-5652,-4801,5647,3641,2820,-1165,-4351,1409,4351,3493,3365,-9185,2013
554,12,306,-7,7597,3383,-6652,-4217,9650,5129,10824,-3383,-6113,2748,6113,4480,4465,-9114,3623
614,3,18,-5,6294,1410,-5376,-4292,5348,3818,5982,-1410,-3700,1546,3700,3583,3474,-7776,2275
662,4,333,2,7607,2644,-6675,-4895,8454,4620,8001,-2644,-5738,2106,5738,4328,4285,-9864,3267
526,1,45,-3,7820,2994,-7028,-5106,9057,5343,9119,-2994,-6104,2283,6104,4835,4883,-10107,4391
595,8,296,1,7894,2791,-7142,-5431,8879,4435,6427,-2791,-5831,2109,5831,4223,4151,-10179,2910
590,3,225,-1,8509,3239,-7659,-5885,9571,5362,7293,-3239,-6497,2302,6497,4885,4917,-11444,4112
632,6,279,16,3506,-1086,-4405,-5242,-4744,1610,-29375,1086,-267,719,267,1688,1544,-5785,444
610,2,0,1,1756,-1887,-3070,-4687,-10000,766,-32768,1887,1046,502,-1046,810,722,-4385,95
557,14,328,0,8856,2810,-7862,-6485,9194,5547,5880,-2810,-6159,1999,6159,5039,5092,-12100,4322
524,8,221,-6,7848,2613,-7023,-5401,8475,4957,6989,-2613,-5815,2009,5815,4474,4446,-10362,3467
700,2,296,21,7874,2662,-6927,-5230,8665,4691,7266,-2662,-5983,2059,5983,4389,4346,-10544,3274
509,9,281,-7,7711,2389,-6760,-5210,8129,4639,6705,-2389,-5536,1922,5536,4270,4212,-10147,3084
613,5,239,-6,4525,-71,-4642,-4702,36,2410,-12290,71,-1412,980,1412,2441,2290,-6073,1017
538,2,333,-2,7995,3014,-7000,-5052,9306,4685,7885,-3014,-6269,2286,6269,4338,4281,-10579,3106
617,3,270,2,5969,536,-5411,-5026,3750,3248,-3737,-536,-3297,1177,3297,3125,2981,-8472,1607
643,12,176,10,5747,971,-5371,-4642,4142,3470,1898,-971,-3444,1339,3444,3321,3201,-7617,2000
649,4,333,2,5339,459,-4970,-4618,2735,2871,-3310,-459,-2317,1153,2317,2848,2697,-6883,1351
598,1,90,-2,2945,-1070,-4042,-4897,-2762,1318,-30891,1070,-1137,710,1137,1394,1262,-6074,288
594,6,309,-8,7613,2622,-6755,-5021,8594,4205,6779,-2622,-5517,2069,5517,4011,3915,-9625,2597
651,3,34,-6,7667,2475,-6816,-5225,8375,4175,5629,-2475,-5485,1982,5485,3893,3784,-9926,2392
682,4,76,0,5126,-122,-5066,-5152,1390,2581,-14005,122,-1755,974,1755,2578,2418,-7089,1059
647,1,135,0,6834,1774,-5844,-4539,6435,4294,7082,-1774,-4657,1711,4657,3998,3931,-8923,2908
626,2,27,-2,6877,1859,-5797,-4413,6560,4337,7962,-1859,-4418,1748,4418,3994,3922,-8542,2870
639,1,315,5,7710,2561,-7006,-5417,8240,5055,7136,-2561,-5572,1983,5572,4567,4563,-9929,3768
622,5,59,12,7748,3019,-7047,-5114,9079,4689,7896,-3019,-6119,2284,6119,4408,4372,-9978,3370
539,0,0,10,5115,-522,-5179,-5551,1410,2451,-20781,522,-2312,863,2312,2470,2303,-8296,923
662,3,56,1,6352,630,-6044,-5630,3972,3803,-2660,-630,-3514,1190,3514,3549,3436,-8912,2200
534,5,79,-9,7921,2609,-6999,-5370,8634,4961,6961,-2609,-6124,2012,6124,4438,4401,-10878,3357
675,2,244,9,8331,3021,-7352,-5564,9260,5139,7700,-3021,-6253,2218,6253,4786,4802,-11090,3958
567,7,214,-9,7654,2860,-6907,-5029,8930,4444,7178,-2860,-5853,2226,5853,4107,4025,-9716,2780
512,1,135,-8,6463,1248,-6004,-5147,5335,3874,2580,-1248,-4162,1421,4162,3697,3599,-8761,2445
611,1,180,9,6140,894,-5546,-4894,5089,3282,-18,-894,-3878,1300,3878,3119,2966,-8641,1534
655,9,45,-4,7839,2789,-6932,-5142,8749,4744,7674,-2789,-5784,2143,5784,4396,4355,-10044,3301
644,4,296,-11,5449,427,-4740,-4398,2353,3154,-2581,-427,-2161,1151,2161,2939,2791,-6893,1457
631,4,153,17,7483,2553,-6640,-4907,8571,4230,6817,-2553,-5684,2071,5684,3960,3864,-9761,2570
564,5,281,3,6507,670,-6021,-5574,4484,3541,-2324,-670,-3654,1203,3654,3481,3353,-9164,2007
551,5,169,-19,5896,1252,-5633,-4713,5674,3332,2480,-1252,-4322,1452,4322,3244,3110,-8265,1807
737,0,0,7,5096,223,-5201,-5033,2807,2576,-6948,-223,-2752,1070,2752,2623,2464,-7469,1106
588,6,0,-8,7510,2489,-6713,-5073,8384,4444,6686,-2489,-5638,1985,5638,4081,4000,-9841,2772
531,11,70,-15,7438,2352,-6757,-5239,8114,4381,5903,-2352,-5336,1908,5336,4060,3980,-9584,2778
692,3,225,-5,7848,3130,-7214,-5269,9137,4811,7849,-3130,-6003,2336,6003,4527,4511,-9785,3609
569,2,0,1,5765,583,-5387,-4959,4279,2988,-2775,-583,-3603,1188,3603,2930,2773,-8450,1357
561,1,180,5,6563,1615,-5794,-4609,6214,3858,5173,-1615,-4054,1612,4054,3583,3465,-8146,2174
701,3,315,-3,5752,662,-5234,-4737,2982,3421,-753,-662,-2411,1221,2411,3229,3100,-7075,1834
663,16,83,11,8227,3126,-7393,-5547,9297,5184,7786,-3126,-6265,2285,6265,4771,4787,-10768,3980
591,2,180,4,7478,1910,-6530,-5279,7469,4086,4587,-1910,-5142,1686,5142,3879,3770,-10086,2397
645,9,238,6,7996,2774,-7154,-5464,8874,4535,6550,-2774,-5793,2092,5793,4307,4246,-10318,3053
591,2,64,-7,8018,2646,-7168,-5581,8609,4904,6429,-2646,-5720,2009,5720,4435,4394,-10442,3304
623,17,108,2,8521,3297,-7464,-5528,9663,5492,8316,-3297,-6684,2383,6684,4923,4959,-11611,4181
491,1,90,-3,7428,2541,-6654,-4954,8341,4355,7243,-2541,-5513,2032,5513,4122,4050,-9486,2894
526,6,321,2,8167,2728,-7163,-5515,8903,4866,6670,-2728,-6036,2067,6036,4434,4390,-10968,3253
577,9,24,-4,5353,502,-5203,-4816,3653,2778,-4287,-502,-3054,1182,3054,2762,2605,-7585,1233
652,8,96,-1,7564,1928,-6630,-5398,7161,4604,5354,-1928,-4807,1684,4807,4237,4181,-9791,3088
633,1,135,2,6517,1410,-5779,-4758,6122,3871,3940,-1410,-4450,1510,4450,3542,3420,-8872,2114
644,8,174,-5,7643,2563,-6998,-5412,8284,4633,6503,-2563,-5359,1992,5359,4361,4325,-9605,3334
662,6,288,-4,5850,348,-5246,-4988,3031,3334,-4808,-348,-2786,1110,2786,3072,2923,-8079,1541
640,4,104,-10,7365,2255,-6746,-5297,7820,4234,5579,-2255,-5031,1846,5031,4029,3945,-9265,2732
657,1,45,-3,5936,775,-5485,-4920,4457,3461,-465,-775,-3789,1255,3789,3216,3078,-8517,1745
551,4,117,-1,8080,2725,-7194,-5556,8827,4809,6553,-2725,-6028,2054,6028,4427,4383,-10813,3258
634,2,244,6,5689,941,-4509,-3731,4797,3145,3561,-941,-2843,1381,2843,2846,2685,-6978,1262
570,4,27,0,7064,1533,-6292,-5281,6955,3597,2373,-1533,-4776,1528,4776,3459,3317,-9750,1841
716,3,146,-4,6149,1038,-5573,-4801,5340,3455,281,-1038,-3875,1388,3875,3205,3063,-8458,1688
562,7,210,-6,5650,166,-5836,-5726,3339,2821,-8248,-166,-3176,1049,3176,2872,2715,-8571,1315
604,2,90,9,7986,3027,-7105,-5191,9065,4934,7984,-3027,-5877,2278,5877,4510,4483,-10005,3487
727,4,90,25,6812,2045,-5973,-4474,7393,4007,7078,-2045,-4939,1836,4939,3778,3677,-8757,2450
582,7,82,-1,7871,2747,-7007,-5273,8810,4757,7089,-2747,-5926,2108,5926,4336,4284,-10339,3165
580,7,23,-14,7769,2464,-6876,-5307,8570,3998,5379,-2464,-5769,1953,5769,3837,3714,-10421,2242
673,1,225,-1,5409,282,-5264,-5055,2752,2789,-6813,-282,-2301,1093,2301,2769,2611,-7237,1232
558,2,207,-9,7816,2770,-6665,-4781,8866,4707,8448,-2770,-5889,2190,5889,4324,4271,-10190,3152
649,8,250,1,7112,1649,-6081,-4928,6402,4421,5754,-1649,-4609,1601,4609,4043,3970,-9393,2868
669,5,79,-2,7850,2692,-6932,-5212,8557,5040,7912,-2692,-5772,2079,5772,4584,4577,-10185,3726
641,6,270,-4,6451,1501,-5187,-3998,5982,3995,8187,-1501,-4197,1619,4197,3698,3598,-8363,2439
607,1,135,7,5673,301,-5525,-5303,3837,2752,-6277,-301,-3107,1097,3107,2760,2594,-8287,1155
612,5,301,-7,4105,-932,-4259,-4992,-2730,1888,-29259,932,-619,747,619,1863,1706,-6401,505
575,5,121,11,6109,1089,-5338,-4504,5241,3638,2903,-1089,-3732,1406,3732,3310,3176,-8127,1846
604,1,180,0,7391,1916,-6446,-5171,7366,4273,5272,-1916,-5077,1697,5077,3988,3898,-9890,2638
564,11,110,-10,8022,2901,-7197,-5427,9058,4764,6791,-2901,-6026,2171,6026,4329,4269,-10464,3074
689,8,55,6,6308,1146,-5753,-4935,5657,3354,1469,-1146,-4101,1398,4101,3244,3099,-8684,1698
589,1,225,-5,7543,2862,-6954,-5104,8766,4523,7546,-2862,-5765,2207,5765,4332,4292,-9457,3307
608,1,180,-5,8300,3563,-7148,-4812,9712,5640,10877,-3563,-6605,2706,6605,5113,5203,-10708,4801
649,1,0,1,7081,2160,-6215,-4677,7509,4175,6854,-2160,-4829,1885,4829,3878,3782,-8785,2553
578,4,296,2,6365,234,-5788,-5631,3758,3262,-7073,-234,-3129,1067,3129,3112,2952,-9144,1471
595,6,309,5,7779,3013,-6801,-4758,9209,4624,8323,-3013,-6001,2354,6001,4214,4146,-9875,2952
687,7,225,-1,5829,856,-5311,-4668,4916,3314,305,-856,-3851,1295,3851,3076,2929,-8333,1554
674,3,180,6,8011,3015,-6999,-5045,9164,4912,8319,-3015,-6167,2300,6167,4499,4470,-10457,3456
560,6,141,-1,8363,3052,-7393,-5600,9229,5319,7698,-3052,-6241,2237,6241,4806,4824,-11060,3994
593,6,309,-8,7290,2387,-6590,-4988,8127,4231,6128,-2387,-5240,1951,5240,3871,3768,-9201,2461
623,6,219,8,6759,885,-5657,-5027,4129,4403,2388,-885,-3483,1291,3483,3983,3915,-8935,2913
659,2,180,-3,7556,1629,-6657,-5638,7129,4052,2865,-1629,-5075,1541,5075,3844,3728,-10519,2310
519,1,0,-10,7891,2727,-7074,-5385,8743,4689,6968,-2727,-5819,2073,5819,4410,4368,-10255,3303
661,1,0,-5,6645,1432,-5998,-4997,6170,3910,3461,-1432,-4754,1506,4754,3652,3541,-9327,2281
669,2,153,12,7829,2829,-6947,-5125,8847,4701,7684,-2829,-5917,2168,5917,4387,4344,-10135,3285
669,1,135,10,7748,2911,-6767,-4798,9029,4724,8642,-2911,-6086,2283,6086,4368,4326,-10103,3286
636,3,135,-1,6058,152,-5826,-5712,3500,3076,-8518,-152,-3093,1055,3093,3013,2856,-8906,1422
705,6,9,5,7397,1548,-6598,-5628,6714,4045,2394,-1548,-4508,1518,4508,3812,3700,-9853,2325
700,5,0,0,5677,1026,-5264,-4482,4534,3243,1817,-1026,-3362,1374,3362,3132,2994,-7361,1692
547,8,90,0,7859,2680,-6978,-5289,8599,4904,7402,-2680,-5886,2060,5886,4490,4466,-10382,3502
564,1,135,-22,8290,3494,-7445,-5336,9495,5606,9406,-3494,-6355,2552,6355,5119,5211,-10426,4828
649,1,0,-10,7860,2655,-7126,-5511,8421,4864,7036,-2655,-5299,2028,5299,4588,4582,-9651,3733
601,13,30,-8,7737,2687,-6959,-5255,8775,4306,6313,-2687,-5870,2069,5870,4045,3951,-10152,2616
737,5,315,22,6451,1795,-5763,-4423,6322,3774,6213,-1795,-3825,1719,3825,3597,3485,-7448,2240
678,4,45,0,6282,1396,-5644,-4613,5719,3395,3507,-1396,-3403,1515,3403,3287,3145,-7464,1756
594,7,120,7,7503,2723,-6570,-4673,8739,4731,8510,-2723,-5715,2201,5715,4247,4194,-9562,3140
613,5,79,9,6356,572,-5805,-5411,4491,3200,-3360,-572,-3245,1175,3245,3143,2986,-8728,1519
528,6,219,-5,7964,2219,-6961,-5609,7553,5647,7207,-2219,-5426,1801,5426,4910,4971,-10672,4493
620,3,124,1,6898,1336,-5956,-5017,6243,3702,2849,-1336,-4430,1465,4430,3523,3388,-9412,1965
554,4,243,-11,8164,3340,-7224,-5120,9590,5369,9121,-3340,-6470,2482,6470,4807,4833,-10629,4099
547,6,288,20,7972,2520,-6975,-5408,8416,4926,6669,-2520,-5977,1977,5977,4446,4412,-10892,3372
724,4,333,4,6849,1750,-6034,-4787,7002,3694,4638,-1750,-4735,1663,4735,3529,3396,-9054,1987
605,8,45,1,6814,820,-6340,-5859,5175,3621,-3186,-820,-4033,1253,4033,3458,3325,-9774,1915
665,3,288,-2,6563,965,-6092,-5452,5416,3431,-666,-965,-3948,1307,3948,3335,3191,-9098,1767
672,5,233,0,5530,159,-5374,-5259,2864,2908,-7992,-159,-3006,1050,3006,2925,2774,-8282,1411
560,13,282,1,7703,1818,-6902,-5816,7386,4087,3363,-1818,-4756,1605,4756,3994,3895,-10067,2547
594,10,326,-8,7290,2092,-6682,-5335,7588,4144,4966,-2092,-5108,1765,5108,3938,3843,-9508,2572
629,7,187,2,7432,2460,-6595,-4941,8399,4037,6329,-2460,-5611,1991,5611,3847,3737,-9758,2380
573,6,0,3,6543,1881,-5798,-4395,7541,3715,5844,-1881,-4926,1763,4926,3426,3290,-8673,1907
622,2,333,0,5353,-321,-5146,-5381,929,3043,-17639,321,-2274,912,2274,2907,2760,-8160,1438
523,2,117,-5,7630,2660,-6959,-5276,8731,4118,6073,-2660,-5842,2053,5842,3982,3883,-10008,2540
703,4,333,-3,7641,2104,-6805,-5479,7507,4749,5803,-2104,-5166,1764,5166,4368,4329,-10024,3335
663,1,225,-3,6383,1332,-5753,-4788,5606,3764,3579,-1332,-4144,1477,4144,3555,3439,-8500,2186
641,12,198,-1,8031,3277,-7125,-5021,9402,5020,8755,-3277,-6246,2461,6246,4586,4573,-10186,3637
588,2,270,0,4305,-478,-5161,-5497,782,2106,-19173,478,-2260,876,2260,2208,2051,-7392,783
561,3,18,2,7475,2757,-6586,-4679,8971,4848,8656,-2757,-6048,2207,6048,4304,4262,-9901,3281
668,3,342,7,5987,655,-5725,-5272,3560,3695,-1937,-655,-3542,1206,3542,3507,3401,-8512,2269
618,3,304,-17,8125,2865,-7223,-5495,8943,5212,7731,-2865,-6078,2135,6078,4764,4783,-10750,4015
576,19,185,27,6083,752,-5648,-5111,4286,3426,-1101,-752,-3485,1247,3485,3298,3165,-8394,1854
692,2,333,9,8015,2712,-7131,-5478,8779,4581,6493,-2712,-5705,2054,5705,4328,4268,-10317,3076
605,6,81,6,5071,-191,-5226,-5363,2009,2533,-14024,191,-2645,949,2645,2566,2404,-8039,1039
697,1,45,6,6950,1933,-6045,-4664,7125,4233,6551,-1933,-4867,1762,4867,3898,3811,-9058,2646
535,4,63,-4,7664,2446,-6984,-5473,8333,4367,5802,-2446,-5680,1916,5680,4177,4105,-10179,2905
628,5,292,-5,7215,1420,-6224,-5275,6263,4017,2306,-1420,-4139,1512,4139,3821,3720,-9379,2441
612,7,352,2,8078,3006,-7230,-5396,9027,5512,8481,-3006,-6149,2230,6149,4906,4958,-10556,4405
663,6,270,0,7206,2155,-6448,-4986,7612,4254,6142,-2155,-5236,1834,5236,3980,3896,-9464,2710
736,6,270,-2,6978,1696,-6145,-4965,6505,4115,4807,-1696,-4245,1625,4245,3820,3719,-8748,2467
697,1,315,-6,6870,1677,-5981,-4777,6660,4205,5641,-1677,-4567,1635,4567,3853,3760,-8994,2572
535,3,225,9,7870,2898,-7016,-5168,9041,4505,7386,-2898,-6107,2200,6107,4294,4234,-10339,3069
616,12,270,4,5592,947,-5137,-4406,4497,3026,1265,-947,-3349,1344,3349,2972,2823,-7394,1463
626,5,248,2,5643,577,-5515,-5103,3577,3072,-3193,-577,-3024,1186,3024,3028,2885,-7743,1551
585,4,166,2,3030,-1245,-3811,-4827,-5313,1275,-32768,1245,-268,660,268,1369,1237,-5629,267
689,6,0,10,8325,2818,-7280,-5609,8931,5428,7636,-2818,-6195,2101,6195,4864,4896,-11291,4147
717,2,270,4,3379,-1176,-3799,-4765,-5188,1496,-32768,1176,-256,674,256,1494,1353,-5815,317
599,4,333,4,7900,2925,-7139,-5328,8983,4805,7656,-2925,-5960,2192,5960,4550,4535,-10157,3621
596,2,0,1,7952,2818,-7146,-5419,8777,5166,7771,-2818,-5940,2119,5940,4716,4732,-10369,3995
651,3,162,0,6229,674,-5654,-5172,4149,3385,-2791,-674,-3195,1228,3195,3318,3184,-8403,1838
690,1,0,4,5419,247,-5509,-5334,3156,2842,-6641,-247,-3231,1073,3231,2881,2729,-8250,1374
564,6,351,8,3765,-1509,-4518,-5641,-3738,1715,-32768,1509,-647,636,647,1753,1604,-7119,465
625,7,56,-6,4329,-557,-5050,-5463,-863,2205,-21324,557,-1336,856,1336,2251,2096,-6670,834
674,3,180,-12,7594,2491,-6819,-5219,8210,4615,6729,-2491,-5407,1975,5407,4264,4209,-9689,3121
531,3,146,7,7850,1864,-6852,-5717,6496,5672,6989,-1864,-4567,1631,4567,5050,5146,-9966,4954
619,4,166,22,7886,2807,-7145,-5426,8834,4677,6800,-2807,-5947,2117,5947,4370,4323,-10298,3224
554,3,162,-2,7990,3001,-7227,-5390,9031,5191,7906,-3001,-6107,2236,6107,4693,4703,-10361,3917
582,15,230,-6,7738,2412,-6959,-5465,8465,4042,4857,-2412,-5575,1908,5575,3821,3700,-10223,2240
641,3,56,-7,7301,2154,-6586,-5162,7750,4117,5396,-2154,-5253,1810,5253,3883,3778,-9602,2462
548,4,244,-4,7650,2764,-6728,-4869,8555,4958,8677,-2764,-5654,2172,5654,4482,4465,-9636,3600
616,6,141,-12,7829,2835,-7114,-5358,8757,4919,7459,-2835,-5810,2138,5810,4538,4525,-9985,3649
558,8,104,-20,8291,3231,-7540,-5700,9354,5872,8565,-3231,-6342,2318,6342,5205,5318,-10843,5053
648,3,0,14,7921,2957,-6997,-5093,9096,4831,7977,-2957,-6078,2248,6078,4429,4390,-10287,3337
553,4,166,1,6784,1200,-6089,-5274,5693,3721,1823,-1200,-3987,1396,3987,3629,3510,-9010,2180
593,5,135,-7,7573,2637,-6773,-5037,8738,4226,6593,-2637,-5891,2078,5891,3976,3880,-10034,2563
637,2,207,-1,5308,615,-5126,-4658,3201,2954,-2442,-615,-2712,1215,2712,2877,2730,-6986,1416
654,2,333,14,6332,1420,-5544,-4475,5603,3713,4715,-1420,-3745,1542,3745,3486,3365,-7849,2083
652,11,99,-6,7802,2848,-6910,-5058,8744,5086,8563,-2848,-5767,2188,5767,4618,4620,-9864,3838
653,1,45,3,5746,1008,-5412,-4664,4474,3108,492,-1008,-2965,1365,2965,3043,2900,-7078,1561
602,1,45,0,6406,971,-5710,-5019,4720,3798,1326,-971,-3727,1322,3727,3533,3416,-8663,2143
642,8,135,0,7556,2057,-6303,-4877,7005,5239,9005,-2057,-4990,1795,4990,4670,4694,-9790,4123
588,9,162,0,7885,2503,-6954,-5387,8240,5127,7185,-2503,-5643,1956,5643,4570,4559,-10364,3678
682,3,341,6,7714,2444,-6671,-5046,8065,4922,7726,-2444,-5445,1977,5445,4401,4365,-9948,3379
507,8,104,-11,7644,2790,-6782,-4920,9058,4304,7045,-2790,-5933,2183,5933,3958,3854,-9933,2492
527,2,153,-6,7902,3362,-6910,-4624,9564,5270,10351,-3362,-6378,2610,6378,4747,4773,-10044,4106
638,0,0,-2,7698,2688,-6776,-4993,8257,5719,9706,-2688,-5567,2120,5567,4936,5015,-9701,4768
630,5,158,-5,8125,3297,-7235,-5175,9283,5441,9291,-3297,-6183,2453,6183,4939,4998,-10215,4468
624,5,315,0,5916,531,-5470,-5088,4376,3012,-3472,-531,-3743,1167,3743,2961,2803,-8845,1373
687,5,90,-7,6136,830,-5479,-4865,4469,3537,284,-830,-3622,1285,3622,3310,3176,-8478,1846
623,3,236,-4,8082,2798,-7059,-5309,8794,4909,7502,-2798,-5903,2127,5903,4514,4486,-10556,3454
568,1,0,0,7333,2437,-6701,-5105,8220,4232,6139,-2437,-5384,1964,5384,3972,3884,-9371,2657
693,3,34,0,5190,572,-5161,-4727,3107,2769,-2734,-572,-2444,1190,2444,2739,2584,-6657,1234
526,3,56,0,6455,616,-5630,-5195,4917,3195,-2768,-616,-3622,1193,3622,3047,2880,-9160,1368
594,4,270,5,7857,3048,-6881,-4849,9090,4802,8794,-3048,-6044,2354,6044,4470,4444,-9995,3479
570,13,335,-14,7470,2455,-6446,-4742,7802,5317,9770,-2455,-5363,2012,5363,4686,4717,-9495,4224
653,9,336,16,7785,2615,-7005,-5375,8769,4144,5771,-2615,-5885,2014,5885,3971,3864,-10359,2463
612,3,90,-7,5579,400,-5117,-4841,3732,2916,-6702,-400,-3290,1133,3290,2760,2600,-8284,1195
567,5,127,5,7837,2805,-6918,-5103,8799,4767,7741,-2805,-5821,2162,5821,4404,4365,-10056,3323
640,5,59,13,7837,3047,-6982,-4992,9269,4410,7678,-3047,-6196,2330,6196,4193,4117,-10171,2873
586,4,244,-16,7653,2486,-6827,-5217,8372,4288,6363,-2486,-5491,1982,5491,4117,4038,-9863,2804
755,4,135,8,7566,2598,-6615,-4851,8631,4591,7782,-2598,-5967,2086,5967,4226,4167,-10185,3063
721,4,76,-8,7454,2181,-6632,-5203,7830,4234,5424,-2181,-5173,1819,5173,3910,3805,-9673,2460
572,6,270,15,7915,3016,-6978,-5024,9301,4771,8055,-3016,-6221,2294,6221,4375,4329,-10387,3233
560,16,214,7,8035,2980,-7165,-5320,9008,5084,7959,-2980,-6088,2232,6088,4658,4661,-10447,3818
518,1,225,0,5072,852,-5092,-4430,3761,2648,-386,-852,-2474,1311,2474,2670,2515,-6069,1177
695,1,90,-7,6542,1646,-5904,-4719,6394,3598,4613,-1646,-4114,1617,4114,3523,3398,-8141,2069
665,1,45,3,7948,2982,-6992,-5072,9002,5013,8464,-2982,-5983,2264,5983,4572,4558,-10171,3645
585,4,166,14,7604,2874,-6823,-4908,8805,4542,8025,-2874,-5842,2234,5842,4285,4234,-9623,3169
618,12,17,-7,7837,2650,-7034,-5396,8616,4668,6661,-2650,-5771,2032,5771,4342,4293,-10246,3189
635,5,149,5,7397,2379,-6576,-4979,8109,4433,6906,-2379,-5470,1942,5470,4101,4026,-9647,2862
628,1,90,15,7975,3083,-6976,-4959,9151,5306,9371,-3083,-6157,2349,6157,4763,4787,-10280,4095
566,2,27,-6,8234,3260,-7336,-5357,9439,5356,8645,-3260,-6461,2389,6461,4884,4924,-10853,4248
658,2,207,-8,7413,2635,-6718,-4962,8330,4366,7187,-2635,-5453,2095,5453,4115,4043,-9230,2888
709,1,45,7,7186,1317,-6366,-5512,6423,3801,1470,-1317,-4442,1427,4442,3550,3410,-9805,1923
568,2,207,3,8210,3376,-7287,-5185,9448,5203,8924,-3376,-6394,2504,6394,4813,4842,-10532,4119
676,3,0,1,5191,426,-4952,-4623,3422,2980,-3739,-426,-3147,1141,3147,2763,2609,-7630,1267
646,3,56,-15,4077,-357,-4447,-4731,-62,2041,-17394,357,-1665,891,1665,2045,1893,-6385,685
591,7,0,3,7739,2909,-6860,-4934,9265,4943,8226,-2909,-6246,2247,6246,4370,4329,-10312,3293
625,3,135,0,7961,3298,-7055,-4894,9330,5161,9279,-3298,-6132,2506,6132,4650,4655,-9877,3847
543,3,56,3,8165,3546,-7340,-5127,9648,5779,10333,-3546,-6576,2630,6576,5233,5363,-10455,5244
